"","ExclusionGroup","Notes","Sex","DOT","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","HCGroup.spontaneous.noerror","HCGroup.final","HCGroup.best","IsProductive.noerror","IsProductive.final","PGroup.final","SuccessorKnower","EndlessKnower","Category","InfinityStage","DecadeCounter","DecadeKnowledge","EndlessPartial","LadlabID"
"6203","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","practice","5",1,"6","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6204","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","23",0,"30","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6205","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","40",0,"50","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6206","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","62",0,"70","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6207","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","70",1,"71","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6208","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","37",0,"47","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6209","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","29",0,"39","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6210","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","86",0,"60","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6211","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","immediate","59",0,"IDK","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6212","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","3",1,"4","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6213","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","23",1,"24","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6214","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","40",0,"45","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6215","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","62",1,"63","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6216","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","70",NA,NA,"3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6217","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","37",1,"38","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6218","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","29",1,"30","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6219","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","86",1,"87","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6220","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","WCN","momentum","59",0,"IDK","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6221","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","A1","BiggestNumber","none",NA,"A million","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6222","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","B1","isBiggest","no",NA,"yea, I never count to a miliion before","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6223","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","B2","EndOrForever","forever",NA,"forever","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6224","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","B2","Why","justification",NA,"I just know why, because I just keep going up and keep knowing more","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6225","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C1","CanWeAddToBigNumber","yes",NA,"no","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6226","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C1","why","justification",NA,"IDK","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6227","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C2","CanWeAdd1toX","yes",NA,"no","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6228","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C2","why","justification",NA,"there is more people in this city than the a million [why is not possible to add 1 to a million?] I don't know how many people there are in the city","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6229","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C3","CanKeepAdding1","yes",NA,"","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6230","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C3","why","justification",NA,"","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6231","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","C3","WhatWouldHappen","justification",NA,"","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6232","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","D1","CanYouCountTens","yes",NA,"yes","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6233","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","D2","CountingByTens","yes",NA,"10,20,30,40,50,60,70,80,90,100","3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6234","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","D3","TenMoreThanTen","twenty",NA,NA,"3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6235","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.72,"5.5-6y","yes","1","D4","TenTwenty","30,40,50..",NA,NA,"3-high","4-veryhigh","4-veryhigh",1,1,"3-Productive",0,0,"A Non-knower",1,1,10,1,"infinity-145"
"6236","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","spontaneous","raw",NA,"1-49,","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6237","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","spontaneous","noerror",NA,"49","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6238","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","spontaneous","consecutive",NA,"49","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6239","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","supported","raw",NA,"[50]-69, [70]-79, [80]-109","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6240","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","supported","noerror",NA,"109","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6241","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","spontaneous","IHC",NA,"49","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6242","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","spontaneous","decchangeerror",NA,"49","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6243","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","productivity","classification",NA,"prod","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6244","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","HC","supported","times",NA,"3","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6245","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","practice","1",1,"2","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6246","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","practice","5",1,"6","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6247","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","23",1,"24","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6248","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","40",0,"IDK","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6249","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","62",1,"63","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6250","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","70",1,"71","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6251","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","37",1,"38","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6252","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","29",0,"26","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6253","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","86",1,"87","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6254","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","immediate","59",0,"58","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6255","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","3",1,"4","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6256","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","23",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6257","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","40",1,"41","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6258","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","62",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6259","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","70",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6260","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","37",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6261","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","29",1,"30","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6262","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","86",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6263","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","WCN","momentum","59",0,"20","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6264","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","A1","BiggestNumber","none",NA,"100 thousand","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6265","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","B1","isBiggest","no",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6266","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","B2","EndOrForever","forever",NA,"forever","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6267","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","B2","Why","justification",NA,"because if you all the way to count to 100 million it takes forever to finish","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6268","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C1","CanWeAddToBigNumber","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6269","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C1","why","justification",NA,"If you add more to 100 it turns to 10?","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6270","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C2","CanWeAdd1toX","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6271","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C2","why","justification",NA,"If you add some more ones it means you get 1100 dozen","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6272","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C3","CanKeepAdding1","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6273","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C3","why","justification",NA,"so you have some ones you get millions","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6274","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","C3","WhatWouldHappen","justification",NA,"you get more up to one hundred dozens, to one hundred to millions. and if you add more you gets to one hundred and one","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6275","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","D1","CanYouCountTens","yes",NA,"no","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6276","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","D2","CountingByTens","yes",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6277","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","D3","TenMoreThanTen","twenty",NA,"200 > 10 hundreds","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6278","include","","F","8/18/17","English","",NA,"Museum","KG","KG","yes",5.87,"5.5-6y","yes","1","D4","TenTwenty","30,40,50..",NA,"[20], 21, 23, 24, 25, 26, 27, 28, 29, 30","4-veryhigh","4-veryhigh","4-veryhigh",1,1,"3-Productive",1,1,"B Endless-only",2,0,0,1,"infinity-146"
"6279","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","spontaneous","raw",NA,"1-100","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6280","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","spontaneous","noerror",NA,"100","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6281","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","spontaneous","consecutive",NA,"100","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6282","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","supported","raw",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6283","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","supported","noerror",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6284","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","spontaneous","IHC",NA,"100","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6285","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","spontaneous","decchangeerror",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6286","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","productivity","classification",NA,"prod","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6287","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","HC","supported","times",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6288","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","practice","1",1,"2","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6289","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","practice","5",1,"6","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6290","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","23",1,"24","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6291","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","40",1,"41","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6292","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","62",1,"63","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6293","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","70",1,"71","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6294","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","37",1,"38","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6295","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","29",1,"30","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6296","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","86",1,"87","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6297","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","immediate","59",1,"60","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6298","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","3",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6299","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","23",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6300","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","40",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6301","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","62",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6302","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","70",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6303","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","37",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6304","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","29",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
"6305","include","","F","8/21/17","English","yes","","Museum","KG","KG","yes",5.69,"5.5-6y","yes","0","WCN","momentum","86",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,1,"D Full-knower",4,1,10,1,"infinity-147"
