"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"5061",6566,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"B1","isbiggest","no",NA,"Yes",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5062",6567,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"B2","endorforever","forever",NA,"forever",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5063",6568,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"B2","why","justification",NA,"because you never stop counting",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5064",6569,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C1","canweaddtobignumber","yes",NA,"no",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5065",6570,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C1","why","justification",NA,"at 1000, because 1000 is a lot and 10 is a lot",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5066",6571,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C2","canweadd1tox","yes",NA,"no",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5067",6572,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C2","why","justification",NA,"idk",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5068",6573,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C3","cankeepadding1","yes",NA,"Na",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5069",6574,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C3","why","justification",NA,"Na",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5070",6575,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"C3","whatwouldhappen","justification",NA,NA,0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5071",6576,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"D1","canyoucounttens","yes",NA,"no",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5072",6577,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"D2","countingbytens","yes",NA,NA,0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5073",6578,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"D3","tenmorethanten","twenty",NA,"11",0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5074",6579,NA,"f","english",NA,NA,"museum","KG","KG","y",5.57,"5.5-6y","y",NA,"D4","tentwenty","30,40,50..",NA,NA,0,0,"A Non-knower","infinity-153","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",66,2,2,"121","None or partial","No knowledge"
"5075",6580,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","spontaneous","raw",NA,"1 -- 59",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5076",6581,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","spontaneous","noerror",NA,"59",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5077",6582,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","spontaneous","consecutive",NA,"59",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5078",6583,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","supported","raw",NA,"[60],61 -109",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5079",6584,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","supported","noerror",NA,"109",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5080",6585,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","spontaneous","IHC",NA,"59",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5081",6586,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","spontaneous","decchangeerror",NA,"59",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5082",6587,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","productivity","classification",NA,"prod",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5083",6588,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","HC","supported","times",NA,"1",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5084",6589,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5085",6590,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","practice","5",1,"6",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5086",6591,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","23",0,"43",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5087",6592,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","40",1,"41",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5088",6593,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","62",0,"72",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5089",6594,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","70",1,"71",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5090",6595,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","37",1,"38",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5091",6596,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","29",1,"30",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5092",6597,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","86",1,"87",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5093",6598,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","immediate","59",0,"56",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5094",6599,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","3",1,"4",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5095",6600,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","23",1,"24",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5096",6601,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","40",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5097",6602,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","62",1,"63",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5098",6603,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","70",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5099",6604,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","37",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5100",6605,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","29",1,"30",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5101",6606,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","86",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5102",6607,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","WCN","momentum","59",1,"60",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5103",6608,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","A1","biggestnumber","none",NA,"Google Pix",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5104",6609,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","B1","isbiggest","no",NA,"no, [bigger number?] Google pix + 50, [biggest number?] yes",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5105",6610,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","B2","endorforever","forever",NA,"end",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5106",6611,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","B2","why","justification",NA,"because numbers end",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5107",6612,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C1","canweaddtobignumber","yes",NA,"no",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5108",6613,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C1","why","justification",NA,"there is no more numbers to fit",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5109",6614,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C2","canweadd1tox","yes",NA,"no",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5110",6615,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C2","why","justification",NA,"because there is not enough room for numbers",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5111",6616,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C3","cankeepadding1","yes",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5112",6617,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C3","why","justification",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5113",6618,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","C3","whatwouldhappen","justification",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5114",6619,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","D1","canyoucounttens","yes",NA,"yes",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5115",6620,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","D2","countingbytens","yes",NA,"10,20,30,40,50,60,70,80,90,100",0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5116",6621,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","D3","tenmorethanten","twenty",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5117",6622,NA,"f","english",NA,NA,"museum","KG","KG","y",5.87,"5.5-6y","y","1","D4","tentwenty","30,40,50..",NA,NA,0,0,"A Non-knower","infinity-154","Productive",59,99,59,"count at least two decades higher than DCE without making more than three errors in those two decades",1,"Productive",40,"Productive (IHC < 99)","Productive (IHC < 99)",70,3,3,"82","None or partial","No knowledge"
"5118",6623,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","spontaneous","raw",NA,"1--79",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5119",6624,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","spontaneous","noerror",NA,"79",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5120",6625,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","spontaneous","consecutive",NA,"79",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5121",6626,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","supported","raw",NA,"[80]-89, [90]-100",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5122",6627,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","supported","noerror",NA,"100",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5123",6628,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","spontaneous","IHC",NA,"79",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5124",6629,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","spontaneous","decchangeerror",NA,"79",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5125",6630,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","productivity","classification",NA,"prod",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5126",6631,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","HC","supported","times",NA,"2",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5127",6632,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5128",6633,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","practice","5",1,"6",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5129",6634,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","23",1,"24",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5130",6635,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","40",1,"41",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5131",6636,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","62",0,"IKD",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5132",6637,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","70",1,"71",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5133",6638,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","37",0,"72",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5134",6639,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","29",0,"IDK",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5135",6640,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","86",1,"87",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5136",6641,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","immediate","59",0,"89",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
"5137",6642,NA,"f","english",NA,NA,"museum","KG","KG","y",5.99,"5.5-6y","y","1","WCN","momentum","3",1,"4",0,0,"A Non-knower","infinity-155","Productive",79,99,79,"count at least two decades higher than DCE without making more than three errors in those two decades",2,"Productive",20,"Productive (IHC < 99)","Productive (IHC < 99)",71,1,1,"90","None or partial","No knowledge"
